filename,fileid,speaker,speechnumber,type_of_speech,sentence,sentence token,sentence character offset begin,sentence character offset end,annotated text,conflict_party_appraisal_target,attitude,polarity,appraisal character offset,attitude target,conflict_party_specific_appraisal_target,target_type,id annotated attitude,target relation ID,ID attitude,ID attitude target,relations_comp
UNSC_2014_SPV.7154_spch002_sentsplit_UN.txt,UNSC_2014_SPV.7154_spch002,United Nations,2,pre-written,"The Secretary-General further appeals for direct and constructive dialogue between the parties, and between Kyiv and Moscow, to de-escalate the situation and address all differences.","['The', 'Secretary-General', 'further', 'appeals', 'for', 'direct', 'and', 'constructive', 'dialogue', 'between', 'the', 'parties', ',', 'and', 'between', 'Kyiv', 'and', 'Moscow', ',', 'to', 'de-escalate', 'the', 'situation', 'and', 'address', 'all', 'differences', '.']",2794,2976,address all differences,Other,judgement,positive,"(2952, 2975)",Secretary-General,Other political actors,explicit,668,735.0,668,704.0,"[735, [668, 'address all differences'], [704, 'Secretary-General']]"
UNSC_2014_SPV.7154_spch002_sentsplit_UN.txt,UNSC_2014_SPV.7154_spch002,United Nations,2,pre-written,"However, it is not just Ukraine that will suffer from a scenario where the likelihood of further bloodshed and violent clashes grows by the hour.","['However', ',', 'it', 'is', 'not', 'just', 'Ukraine', 'that', 'will', 'suffer', 'from', 'a', 'scenario', 'where', 'the', 'likelihood', 'of', 'further', 'bloodshed', 'and', 'violent', 'clashes', 'grows', 'by', 'the', 'hour', '.']",3199,3344,it is not just Ukraine that will suffer from a scenario where the likelihood of further bloodshed and violent clashes grows by the hour.,Other,appreciation,negative,"(3208, 3344)",scenario,Situation in Ukraine ,explicit,669,736.0,669,706.0,"[736, [669, 'it is not just Ukraine that will suffer from a scenario where the likelihood of further bloodshed and violent clashes grows by the hour.'], [706, 'scenario']]"
UNSC_2014_SPV.7154_spch002_sentsplit_UN.txt,UNSC_2014_SPV.7154_spch002,United Nations,2,pre-written,"Russia, which shares a long border area with Ukraine as well as the broader European region, faces a spillover effect of potentially severe consequences.","['Russia', ',', 'which', 'shares', 'a', 'long', 'border', 'area', 'with', 'Ukraine', 'as', 'well', 'as', 'the', 'broader', 'European', 'region', ',', 'faces', 'a', 'spillover', 'effect', 'of', 'potentially', 'severe', 'consequences', '.']",3345,3498,potentially severe consequences,Russia,appreciation,negative,"(3466, 3497)",effect,Violence,explicit,670,737.0,670,707.0,"[737, [670, 'potentially severe consequences'], [707, 'effect']]"
UNSC_2014_SPV.7154_spch002_sentsplit_UN.txt,UNSC_2014_SPV.7154_spch002,United Nations,2,pre-written,"Following close to two weeks of relative calm , starting on 6 April armed individuals and separatist groups began to seize Government buildings and confiscate lethal weapons in Donetsk oblast of Ukraine, including in   the cities of Donetsk, Lugansk and Kharkiv.","['Russia', ',', 'which', 'shares', 'a', 'long', 'border', 'area', 'with', 'Ukraine', 'as', 'well', 'as', 'the', 'broader', 'European', 'region', ',', 'faces', 'a', 'spillover', 'effect', 'of', 'potentially', 'severe', 'consequences', '.']",3345,3498,armed individuals,Other,judgement,negative,"(372, 389)",individuals,Individuals or groups,explicit,671,717.0,671,693.0,"[717, [671, 'armed individuals'], [693, 'individuals']]"
UNSC_2014_SPV.7154_spch002_sentsplit_UN.txt,UNSC_2014_SPV.7154_spch002,United Nations,2,pre-written,"Following close to two weeks of relative calm , starting on 6 April armed individuals and separatist groups began to seize Government buildings and confiscate lethal weapons in Donetsk oblast of Ukraine, including in   the cities of Donetsk, Lugansk and Kharkiv.","['Russia', ',', 'which', 'shares', 'a', 'long', 'border', 'area', 'with', 'Ukraine', 'as', 'well', 'as', 'the', 'broader', 'European', 'region', ',', 'faces', 'a', 'spillover', 'effect', 'of', 'potentially', 'severe', 'consequences', '.']",3345,3498,separatist groups,Other,judgement,negative,"(394, 411)",groups,Individuals or groups,explicit,672,718.0,672,694.0,"[718, [672, 'separatist groups'], [694, 'groups']]"
UNSC_2014_SPV.7154_spch002_sentsplit_UN.txt,UNSC_2014_SPV.7154_spch002,United Nations,2,pre-written,"Following close to two weeks of relative calm , starting on 6 April armed individuals and separatist groups began to seize Government buildings and confiscate lethal weapons in Donetsk oblast of Ukraine, including in   the cities of Donetsk, Lugansk and Kharkiv.","['Russia', ',', 'which', 'shares', 'a', 'long', 'border', 'area', 'with', 'Ukraine', 'as', 'well', 'as', 'the', 'broader', 'European', 'region', ',', 'faces', 'a', 'spillover', 'effect', 'of', 'potentially', 'severe', 'consequences', '.']",3345,3498,began to seize Government buildings and confiscate lethal weapons,Other,judgement,negative,"(412, 477)",groups,Individuals or groups,explicit,673,721.0,673,694.0,"[721, [673, 'began to seize Government buildings and confiscate lethal weapons'], [694, 'groups']]"
UNSC_2014_SPV.7154_spch002_sentsplit_UN.txt,UNSC_2014_SPV.7154_spch002,United Nations,2,pre-written," On the eve of 13 April, authorities in Kyiv launched an ""anti-terror"" operation to reclaim Sloviansk, a day after it was overrun by pro-separatist activists , whom the United Nations human rights monitors on the ground have   described as well-armed and well-organized militiamen .","['Russia', ',', 'which', 'shares', 'a', 'long', 'border', 'area', 'with', 'Ukraine', 'as', 'well', 'as', 'the', 'broader', 'European', 'region', ',', 'faces', 'a', 'spillover', 'effect', 'of', 'potentially', 'severe', 'consequences', '.']",3345,3498,pro-separatist activists,Other,judgement,negative,"(1422, 1446)",activists,Individuals or groups,explicit,674,722.0,674,697.0,"[722, [674, 'pro-separatist activists'], [697, 'activists']]"
UNSC_2014_SPV.7154_spch002_sentsplit_UN.txt,UNSC_2014_SPV.7154_spch002,United Nations,2,pre-written," On the eve of 13 April, authorities in Kyiv launched an ""anti-terror"" operation to reclaim Sloviansk, a day after it was overrun by pro-separatist activists , whom the United Nations human rights monitors on the ground have   described as well-armed and well-organized militiamen .","['Russia', ',', 'which', 'shares', 'a', 'long', 'border', 'area', 'with', 'Ukraine', 'as', 'well', 'as', 'the', 'broader', 'European', 'region', ',', 'faces', 'a', 'spillover', 'effect', 'of', 'potentially', 'severe', 'consequences', '.']",3345,3498,militiamen,Other,judgement,negative,"(1556, 1566)",activists,Individuals or groups,explicit,675,723.0,675,697.0,"[723, [675, 'militiamen'], [697, 'activists']]"
UNSC_2014_SPV.7154_spch002_sentsplit_UN.txt,UNSC_2014_SPV.7154_spch002,United Nations,2,pre-written," Also today, Ukraine's acting President, Oleksandr Turchynov, signed a presidential decree, giving the self-declared separatists until 6 am.","['Russia', ',', 'which', 'shares', 'a', 'long', 'border', 'area', 'with', 'Ukraine', 'as', 'well', 'as', 'the', 'broader', 'European', 'region', ',', 'faces', 'a', 'spillover', 'effect', 'of', 'potentially', 'severe', 'consequences', '.']",3345,3498,self-declared separatists,Other,judgement,negative,"(1870, 1895)",separatists,Individuals or groups,explicit,676,724.0,676,698.0,"[724, [676, 'self-declared separatists'], [698, 'separatists']]"
UNSC_2014_SPV.7154_spch002_sentsplit_UN.txt,UNSC_2014_SPV.7154_spch002,United Nations,2,pre-written,"The President further declared in a televised address to the nation that if illegal activities were not halted, a full-scale operation involving the Ukrainian army would be launched.","['Russia', ',', 'which', 'shares', 'a', 'long', 'border', 'area', 'with', 'Ukraine', 'as', 'well', 'as', 'the', 'broader', 'European', 'region', ',', 'faces', 'a', 'spillover', 'effect', 'of', 'potentially', 'severe', 'consequences', '.']",3345,3498,illegal activities,Other,judgement,negative,"(2050, 2068)",separatists,Individuals or groups,explicit,677,738.0,677,698.0,"[738, [677, 'illegal activities'], [698, 'separatists']]"
UNSC_2014_SPV.7154_spch002_sentsplit_UN.txt,UNSC_2014_SPV.7154_spch002,United Nations,2,pre-written,"The Secretary-General further appeals for direct and constructive dialogue between the parties, and between Kyiv and Moscow, to de-escalate the situation and address all differences.","['Russia', ',', 'which', 'shares', 'a', 'long', 'border', 'area', 'with', 'Ukraine', 'as', 'well', 'as', 'the', 'broader', 'European', 'region', ',', 'faces', 'a', 'spillover', 'effect', 'of', 'potentially', 'severe', 'consequences', '.']",3345,3498,direct and constructive dialogue,Other,judgement,positive,"(2836, 2868)",Secretary-General,Other political actors,explicit,678,733.0,678,704.0,"[733, [678, 'direct and constructive dialogue'], [704, 'Secretary-General']]"
UNSC_2014_SPV.7154_spch002_sentsplit_UN.txt,UNSC_2014_SPV.7154_spch002,United Nations,2,pre-written, It has become painfully evident that the Ukraine crisis will continue to deepen if intensive efforts are not urgently made by all concerned to de-escalate the situation.,"['Russia', ',', 'which', 'shares', 'a', 'long', 'border', 'area', 'with', 'Ukraine', 'as', 'well', 'as', 'the', 'broader', 'European', 'region', ',', 'faces', 'a', 'spillover', 'effect', 'of', 'potentially', 'severe', 'consequences', '.']",3345,3498,crisis,Other,appreciation,negative,"(3027, 3033)",crisis,Situation in Ukraine ,explicit,679,745.0,679,714.0,"[745, [679, 'crisis'], [714, 'crisis']]"
UNSC_2014_SPV.7154_spch002_sentsplit_UN.txt,UNSC_2014_SPV.7154_spch002,United Nations,2,pre-written, He also continues to urge all others with influence on the situation to immediately and publicly call for restraint and a return to calm.,"['Russia', ',', 'which', 'shares', 'a', 'long', 'border', 'area', 'with', 'Ukraine', 'as', 'well', 'as', 'the', 'broader', 'European', 'region', ',', 'faces', 'a', 'spillover', 'effect', 'of', 'potentially', 'severe', 'consequences', '.']",3345,3498,continues to urge all others,Other,judgement,positive,"(2664, 2692)",Secretary-General,Other political actors,explicit,680,731.0,680,703.0,"[731, [680, 'continues to urge all others'], [703, 'Secretary-General']]"
UNSC_2014_SPV.7154_spch002_sentsplit_UN.txt,UNSC_2014_SPV.7154_spch002,United Nations,2,pre-written,"The Secretary-General further appeals for direct and constructive dialogue between the parties, and between Kyiv and Moscow, to de-escalate the situation and address all differences.","['Russia', ',', 'which', 'shares', 'a', 'long', 'border', 'area', 'with', 'Ukraine', 'as', 'well', 'as', 'the', 'broader', 'European', 'region', ',', 'faces', 'a', 'spillover', 'effect', 'of', 'potentially', 'severe', 'consequences', '.']",3345,3498,appeals,Other,judgement,positive,"(2824, 2831)",Secretary-General,Other political actors,explicit,681,732.0,681,704.0,"[732, [681, 'appeals'], [704, 'Secretary-General']]"
UNSC_2014_SPV.7154_spch002_sentsplit_UN.txt,UNSC_2014_SPV.7154_spch002,United Nations,2,pre-written, It has become painfully evident that the Ukraine crisis will continue to deepen if intensive efforts are not urgently made by all concerned to de-escalate the situation.,"['Russia', ',', 'which', 'shares', 'a', 'long', 'border', 'area', 'with', 'Ukraine', 'as', 'well', 'as', 'the', 'broader', 'European', 'region', ',', 'faces', 'a', 'spillover', 'effect', 'of', 'potentially', 'severe', 'consequences', '.']",3345,3498,painfully,Other,affect,negative,"(2992, 3001)",that the Ukraine crisis will continue to deepen if intensive efforts are not urgently made by all concerned to de-escalate the situation.,Situation in Ukraine ,explicit,682,742.0,682,711.0,"[742, [682, 'painfully'], [711, 'that the Ukraine crisis will continue to deepen if intensive efforts are not urgently made by all concerned to de-escalate the situation.']]"
UNSC_2014_SPV.7154_spch002_sentsplit_UN.txt,UNSC_2014_SPV.7154_spch002,United Nations,2,pre-written,The Secretary-General and the United Nations remain committed to the pursuit of a peaceful solution to this ever-deepening crisis .,"['Russia', ',', 'which', 'shares', 'a', 'long', 'border', 'area', 'with', 'Ukraine', 'as', 'well', 'as', 'the', 'broader', 'European', 'region', ',', 'faces', 'a', 'spillover', 'effect', 'of', 'potentially', 'severe', 'consequences', '.']",3345,3498,remain committed to,Other,judgement,positive,"(2423, 2442)",Secretary-General and the United Nations,Other political actors,explicit,683,726.0,683,700.0,"[726, [683, 'remain committed to'], [700, 'Secretary-General and the United Nations']]"
UNSC_2014_SPV.7154_spch002_sentsplit_UN.txt,UNSC_2014_SPV.7154_spch002,United Nations,2,pre-written, It has become painfully evident that the Ukraine crisis will continue to deepen if intensive efforts are not urgently made by all concerned to de-escalate the situation.,"['Russia', ',', 'which', 'shares', 'a', 'long', 'border', 'area', 'with', 'Ukraine', 'as', 'well', 'as', 'the', 'broader', 'European', 'region', ',', 'faces', 'a', 'spillover', 'effect', 'of', 'potentially', 'severe', 'consequences', '.']",3345,3498,intensive,Other,appreciation,positive,"(3061, 3070)",efforts,Agreements and solutions,explicit,684,739.0,684,708.0,"[739, [684, 'intensive'], [708, 'efforts']]"
UNSC_2014_SPV.7154_spch002_sentsplit_UN.txt,UNSC_2014_SPV.7154_spch002,United Nations,2,pre-written, It has become painfully evident that the Ukraine crisis will continue to deepen if intensive efforts are not urgently made by all concerned to de-escalate the situation.,"['Russia', ',', 'which', 'shares', 'a', 'long', 'border', 'area', 'with', 'Ukraine', 'as', 'well', 'as', 'the', 'broader', 'European', 'region', ',', 'faces', 'a', 'spillover', 'effect', 'of', 'potentially', 'severe', 'consequences', '.']",3345,3498,urgently,Other,appreciation,positive,"(3087, 3095)",efforts,Agreements and solutions,explicit,685,741.0,685,708.0,"[741, [685, 'urgently'], [708, 'efforts']]"
UNSC_2014_SPV.7154_spch002_sentsplit_UN.txt,UNSC_2014_SPV.7154_spch002,United Nations,2,pre-written, It has become painfully evident that the Ukraine crisis will continue to deepen if intensive efforts are not urgently made by all concerned to de-escalate the situation.,"['Russia', ',', 'which', 'shares', 'a', 'long', 'border', 'area', 'with', 'Ukraine', 'as', 'well', 'as', 'the', 'broader', 'European', 'region', ',', 'faces', 'a', 'spillover', 'effect', 'of', 'potentially', 'severe', 'consequences', '.']",3345,3498,to de-escalate the situation,Other,appreciation,negative,"(3118, 3146)",situation,Situation in Ukraine ,explicit,686,740.0,686,709.0,"[740, [686, 'to de-escalate the situation'], [709, 'situation']]"
UNSC_2014_SPV.7154_spch002_sentsplit_UN.txt,UNSC_2014_SPV.7154_spch002,United Nations,2,pre-written, The Secretary-General has continued to speak out for the exercise of maximum restraint by all concerned and strict adherence to international law.,"['Russia', ',', 'which', 'shares', 'a', 'long', 'border', 'area', 'with', 'Ukraine', 'as', 'well', 'as', 'the', 'broader', 'European', 'region', ',', 'faces', 'a', 'spillover', 'effect', 'of', 'potentially', 'severe', 'consequences', '.']",3345,3498,exercise of maximum restraint,Other,judgement,positive,"(2566, 2595)",Secretary-General,Other political actors,explicit,687,729.0,687,703.0,"[729, [687, 'exercise of maximum restraint'], [703, 'Secretary-General']]"
